Location Name,Location Num,Operator,Type,State,Open Date
Waterford Lakes Town Center FSU,01126,Jed Vaughn,FSU,FL,Apr-00
Waterloo FSU,03679,Ben Nanda,FSU,IA,16-Mar
Waters Ave. FSU,00302,Jason Dittman,FSU,FL,Mar-97
Watertown (NY) FSU,04633,Merrit Brady,FSU,NY,22-Oct
Waterview Town Center FSU,04058,Cliff Parker,FSU,TX,20-Mar
Watson Blvd FSU,04570,Pat Braski,FSU,GA,21-Feb
Waugh Chapel FSU,01312,Brian Smith,FSU,MD,1-Sep
Waverly FSU,03521,Art TerKeurst,FSU,NC,17-Feb
Waverly Place FSU,01218,Drew Caffrey,FSU,NC,1-Jun
Waxahachie North FSU,01698,Philip Browne,FSU,TX,4-Jul
Waxahachie South FSU,05095,Philip Browne,FSU,TX,23-Dec
Waycross FSU,02053,Lovett Young,FSU,GA,6-Sep
Wayne Square In-Line,04952,Josh Grimm,MALL,PA,23-Mar
Wayne Towne Center In-Line,04350,Vickie Witt,MALL,NJ,19-Dec
Waynesboro FSU,02577,Jay Hawkins,FSU,VA,10-Jul
Waynesville FSU,03641,Robert Conard,FSU,NC,16-Dec
Weatherford FSU,05041,Philip Smith,FSU,TX,23-Nov
Wells Road FSU,01360,Craig Phillips,FSU,FL,3-Jun
Wendover FSU,00849,Ed Ayers,FSU,NC,Jul-93
Wendover Plaza FSU,04977,Taylor Jordan,FSU,NC,23-Dec
Wentzville FSU,02662,Scott Swindler,FSU,MO,12-Feb
Weslaco FSU,03300,Toni Marbar-Ruiz,FSU,TX,14-Jul
Wesley Chapel (FL) FSU,03790,Jim Larreau,FSU,FL,19-May
Wesley Chapel Road FSU,04874,T.J. Wilson,FSU,GA,22-Sep
Wesley Chapel Weddington FSU,02275,Dean Sandbo,FSU,NC,10-Apr
West Acres FSU,03856,Sung Kim,FSU,ND,18-Jan
West Adams FSU,05454,Luke Longino,FSU,TX,24-Oct
West Allis Center FSU,03533,David Schiedt,FSU,WI,16-Dec
West Asheville FSU,04378,Nick Leatherwood,FSU,NC,20-May
West Boca FSU,04139,Paul Kiedis,FSU,FL,20-Dec
West Boynton Beach FSU,04305,Justin Mize,FSU,FL,21-Feb
West Broadway Avenue [TN] FSU,04738,Frankie Turner,FSU,TN,21-Apr
West Bryan FSU,03794,Blake Wilson,FSU,TX,21-Jul
West Buda FSU,05508,Reece Howard,FSU,TX,25-Nov
West Carmel (IN) FSU,04978,Evan Williamson,FSU,IN,23-Sep
West Chester (PA) FSU,05153,Nick Bram,FSU,PA,24-Dec
West Cobb FSU,00639,Drew Meyers,FSU,GA,Feb-97
West Columbia FSU,02289,Britt Sims,FSU,SC,9-Aug
West Conway FSU,03248,Alan Kizer,FSU,AR,14-Jul
West County Center,01497,David Bruce,MALL,MO,2-Oct
West Edmonton Mall,30045,Karleen Rhodes,MALL,AB,24-Aug
West End FSU,03621,David Cannon,FSU,TX,17-May
West Evansville FSU,04323,Debbie Dean,FSU,IN,20-Jul
West Fayetteville FSU,04517,Colby Burnette,FSU,NC,21-Jan
West Florence FSU,00509,Blake Pate,FSU,SC,Jun-94
West Hammond [LA] FSU,04792,Joe Pumilia,FSU,LA,22-Feb
West Hartford FSU,03673,Daryl Jackson,FSU,CT,17-Feb
West Haven (CT) DTO,05491,Jose Marquez,DTO,CT,24-Nov
West Hills FSU,03761,Eddie Halliday,FSU,TN,17-Jul
West Hillsborough FSU,04720,Jason Dittman,FSU,FL,22-Aug
West Jackson Avenue FSU,02320,Lance Reed,FSU,MS,9-Aug
West Longview FSU,01622,Chuck King,FSU,TX,4-Apr
West Lufkin FSU,04465,Brad Henckel,FSU,TX,22-Apr
West Market Street FSU,02868,Darrell Fowler,FSU,TN,11-Oct
West Memphis FSU,04329,Jonathan Cardwell,FSU,AR,20-Sep
West Midland FSU,03828,Alejandra Solis,FSU,TX,17-Aug
West Midtown FSU,03551,John Diamond,FSU,GA,15-Dec
West Monroe Drive-Thru Only,00946,David Benson,DTO,LA,Dec-95
West Ocala FSU,05130,Jeromy Williams,FSU,FL,23-Dec
West Ocean City FSU,03048,Hunter Caudill,FSU,MD,12-Jun
West Paces Ferry FSU,00931,Jason Bilotti,FSU,GA,Jun-95
West Pond FSU,04591,Amanda Halligan,FSU,NJ,23-Sep
West Sanford FSU,05401,Chris Redmon,FSU,FL,24-Dec
West Schaumburg FSU,03384,Daryl Saylor,FSU,IL,14-Dec
West St. Paul FSU,03603,Simeon MacDonald,FSU,MN,16-Oct
West Tennessee Street FSU,02538,Terry Widener,FSU,FL,12-Sep
West Town Mall,00348,Eddie Halliday,MALL,TN,Aug-85
West Towne FSU,03352,Jamie Fuller,FSU,WI,14-Dec
West Tyler FSU,04703,T.J. St. Romain,FSU,TX,25-May
West Valley FSU,02582,Paul Howard,FSU,UT,10-Apr
West Walnut FSU,01604,Mark Hufford,FSU,AR,3-Dec
WestPointe Village FSU,03109,Hal Leedy,FSU,TX,13-Jun
Westborough FSU,03261,Mike Lawson,FSU,MA,14-Sep
Westbury FSU,03451,Scott Buccellato,FSU,NY,19-Oct
Westchester Commons FSU,02698,Erik DeVriendt,FSU,VA,11-Nov
Westdale FSU,03296,Brennan Harding,FSU,IA,15-Aug
Western & Sierra Vista FSU,03798,Jeremiah Cillpam,FSU,CA,20-Jan
Western Boulevard FSU,01755,Pete Burgess,FSU,NC,4-Dec
Western Center Blvd FSU,04282,Matt Albrecht,FSU,TX,19-Nov
Western Hills FSU,02550,Jason Griggs,FSU,OH,9-Nov
Westerville (OH) FSU,05434,Waylon Willoughby,FSU,OH,25-Apr
Westfield Century City,04020,Amber Eaves,MALL,CA,17-Aug
Westfield Montgomery Mall (MD),00475,Tiffany Burgess,MALL,MD,Jun-98
Westfield Wheeler Landing FSU,04673,Daniel Moore,FSU,IN,22-Apr
Westfield/Carmel at Greyhound Pass FSU,01939,Patrick Tate,FSU,IN,6-Dec
Westgate Dr & Route 27 FSU,03363,Rob Grier,FSU,MA,19-Jun
Westgate Drive-Thru Only,00905,Keith Laws,DTO,SC,Oct-94
Westgate Mall (TX),00336,Adrian Rivadeneira,MALL,TX,Oct-82
Westheimer & Fondren FSU,01895,Branden Gibson,FSU,TX,7-Jun
Westheimer & Kirkwood FSU,00930,Greg Kubala,FSU,TX,2-Dec
Westlake Village Drive-Thru Only,02508,Josh Young,DTO,CA,12-Aug
Westminster FSU,01751,P.J. McDaniel,FSU,MD,5-Aug
Westmoreland Mall,00331,Todd Murgi,MALL,PA,Jun-79
Westnedge FSU,03870,Idris Rashid,FSU,MI,17-Feb
Weston FSU,02622,Scott Fitzpatrick,FSU,FL,11-Jun
Westshore Plaza,00330,Drew Cheney,MALL,FL,Oct-74
Wexford FSU,03804,Ron Trout,FSU,PA,17-Oct
Wharncliffe & Wonderland FSU,30029,Joshua Huesser,FSU,ON,23-Nov
Wheaton FSU,02734,Dave Terhune,FSU,IL,10-Nov
Whipple & 101 FSU,04361,Reagan Collier,FSU,CA,20-Jul
Whispering Creek FSU,01050,David Murphy,FSU,TX,Apr-00
Whitaker Parkway FSU,03901,Jim Bryant,FSU,AR,18-Apr
White Marsh Mall,00338,Elias Hotek,MALL,MD,Aug-81
White Oak & Ventura DTO,03773,Alyson Perry,DTO,CA,19-Nov
White Oak Crossing FSU,01488,Jerry Coleman,FSU,NC,3-Oct
White Oak Village FSU,02298,Greg Williams,FSU,VA,8-Nov
White Oaks FSU,03227,Isaac Freeman,FSU,IL,16-Mar
White Rock FSU,03750,Michael Walkup,FSU,TX,17-Jul
Whitehall Commons Shopping Center FSU,00753,Peter Cestrone,FSU,NC,Jun-99
Whitehall FSU,03637,John Velarde,FSU,PA,16-Sep
Whitesburg Drive FSU,00579,Heather Adams,FSU,AL,Dec-95
Whitestown (IN) FSU,04130,Charlie Kleine,FSU,IN,19-Sep
Whitman Square FSU,01482,Bob Fanelli,FSU,PA,4-Nov
Whitsett FSU,05452,Andy Carowan,FSU,NC,24-Oct
Whitten Road FSU,05759,Matt Pruitt,FSU,TN,25-Aug
Whittier Blvd & Rosemead FSU,04014,C.R. May,FSU,CA,19-May
Whittwood FSU,03404,Thomas Purtell,FSU,CA,17-Aug
Wichita Falls FSU,02210,Mary Beth Leach,FSU,TX,13-Jun
Wickham & 95 FSU,02106,Mike Urso,FSU,FL,9-Jul
Wildwood Centre FSU,00832,Rodney Jackson,FSU,AL,Sep-91
Wilkes Barre Township FSU,04091,Jeff Snyder,FSU,PA,19-Oct
Wilkesboro FSU,02583,Mark Eller,FSU,NC,10-May
William D Tate FSU,04480,Jarvis Boyd,FSU,TX,21-Jun
Williamsport FSU,05742,Ryan Braundmeier,FSU,PA,25-Jul
Willis FSU,02865,Eddie Kober,FSU,TX,12-May
Willoughby Commons FSU,02272,Tony Alexander,FSU,OH,8-May
Willow Grove Park,02246,Joe Tamasitis,MALL,PA,7-Dec
Willow Lawn FSU,03685,Blake Kell,FSU,VA,17-Jun
Willowbrook FSU,02995,Doug Park,FSU,IL,14-Feb
Willowbrook Mall,00339,Darlene Kober,MALL,TX,Sep-81
Wilma Rudolph FSU,02955,Brittnye Pennington,FSU,TN,12-Apr
Wilson FSU,00793,Christy Proctor,FSU,NC,Sep-00
Wilson/Beltway 8 FSU,02024,Duane Johnston,FSU,TX,8-May
Winchester Road FSU,00984,David Cantey,FSU,TN,Oct-98
Winder FSU,05036,Chris Owens,FSU,GA,23-Jun
Windsong and 380 FSU,04076,Aaron Williams,FSU,TX,20-Jan
Windward Parkway FSU,01170,Colby Cameron,FSU,GA,2-Apr
Windy Hill Road FSU,00808,Mark Reed,FSU,GA,Aug-88
Winter Garden FSU,01918,Sidge Boast,FSU,FL,8-Jan
Winter Haven FSU,02873,Caleb Easthon,FSU,FL,12-Dec
Winterpock FSU,02792,Todd Mercer,FSU,VA,14-Apr
Winterville FSU,02791,Abbott Dees,FSU,NC,11-Oct
Woburn FSU,03552,Mike Rose,FSU,MA,19-Apr
Wolfcreek FSU,04407,Marc Clapp,FSU,TN,20-Jul
Woodbridge Center,00337,Aaron Tam,MALL,NJ,Oct-78
Woodbridge FSU,01431,Luis Hevia,FSU,VA,3-Dec
Woodbrook Drive FSU,01856,Walter Owen,FSU,VA,6-Nov
Woodbury (MN) FSU,04341,Bob Lee,FSU,MN,21-Sep
Woodbury Town Center FSU,01961,Will Keefer,FSU,CA,7-Mar
Woodhaven (MI) FSU,04424,John III Stopper,FSU,MI,21-Oct
Woodlake Pkwy & FM 78 FSU,02587,Mike Mills,FSU,TX,9-Aug
Woodland Hills Mall,00380,Arthur Greeno,MALL,OK,Nov-88
Woodlawn Square FSU,00802,Danny Daniels,FSU,GA,Aug-87
Woodruff Road FSU,00713,Chuck Church,FSU,SC,Jul-98
Woodyard Landing FSU,04149,Ryan Patrylo,FSU,MD,19-Oct
Worcester FSU,03719,Chris Spring,FSU,MA,17-Oct
Wrigleyville (IL) FSU no DT,04961,Nick Pulgine,FSU,IL,23-Apr
Wylie FSU,03885,Matt Webber,FSU,TX,18-May
Wyoming Boulevard FSU,03484,Ken Sersun,FSU,NM,15-Dec
Yoder Plaza FSU,00583,Chris Hobert,FSU,VA,Dec-96
Yonge & Bloor In-Line,30001,James Cha,MALL,ON,19-Sep
Yorba Linda FSU,02528,Kelley Mauga,FSU,CA,10-Jan
York Road FSU,01047,Mike Hutton,FSU,MD,Sep-99
Yorkdale Shopping Centre,30002,Austin Harrison,MALL,ON,20-Jan
Youree Drive FSU,01434,Brian Russell,FSU,LA,3-Jan
Yukon FSU,02574,Chad Gerlt,FSU,OK,9-Nov
Yuma FSU,02830,John Clingen,FSU,AZ,14-Dec
Zaragosa Road FSU,01069,Rene Hernandez,FSU,TX,Jul-99
Zebulon Road FSU,00843,Craig Craddock,FSU,GA,Oct-98
Zephyrhills FSU,04040,Scott Amole,FSU,FL,21-Jul
Zumbehl Road (MO) FSU,04858,Dakota Berry,FSU,MO,22-Nov
